"","borocd","report_month","n_reports_311","n_repairs_dot","total_population","median_age","median_household_income","pct_renters","rental_vacancy_rate","pct_with_college_degree","pct_foreign_born","road_miles"
"788",309,2024-07-31 20:00:00,10,3,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"789",309,2024-08-31 20:00:00,15,5,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"790",309,2024-09-30 20:00:00,4,0,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"791",309,2024-10-31 20:00:00,19,3,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"792",309,2024-11-30 19:00:00,21,13,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"793",310,2022-12-31 19:00:00,60,20,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"794",310,2023-01-31 19:00:00,40,17,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"795",310,2023-02-28 19:00:00,39,23,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"796",310,2023-03-31 20:00:00,31,16,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"797",310,2023-04-30 20:00:00,31,17,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"798",310,2023-05-31 20:00:00,42,17,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"799",310,2023-06-30 20:00:00,54,37,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"800",310,2023-07-31 20:00:00,35,22,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"801",310,2023-08-31 20:00:00,30,19,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"802",310,2023-09-30 20:00:00,33,22,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"803",310,2023-10-31 20:00:00,25,8,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"804",310,2023-11-30 19:00:00,36,14,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"805",310,2023-12-31 19:00:00,24,11,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"806",310,2024-01-31 19:00:00,44,25,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"807",310,2024-02-29 19:00:00,48,34,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"808",310,2024-03-31 20:00:00,28,18,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
"809",310,2024-04-30 20:00:00,48,19,125053,41.7999992370605,87994,59.5999984741211,2.90000009536743,45.4000015258789,37.9000015258789,118.860433587219
